constructorResultsId,raceId,constructorId,points,status
13986,344,9,22,\N
13991,344,3,0,\N
13995,344,15,0,\N
13996,345,9,25,\N
14009,346,1,30,\N
14011,346,3,11,\N
14016,346,6,0,\N
14022,347,1,22,\N
14032,348,9,40,\N
14035,348,3,9,\N
14047,349,6,12,\N
14050,349,15,4,\N
14052,349,3,0,\N
14057,350,1,18,\N
14060,350,3,7,\N
14070,351,1,12,\N
14072,351,3,9,\N
14080,352,9,43,\N
14081,352,6,15,\N
14084,352,15,10,\N
14094,353,131,12,\N
14098,353,15,6,\N
14107,354,131,14,\N
14110,354,15,1,\N
14116,355,9,29,\N
14117,355,1,33,\N
14118,355,131,12,\N
14133,841,15,0,\N
14138,841,3,0,\N
14140,842,9,37,\N
14144,842,15,6,\N
14151,842,3,0,\N
14154,843,131,14,\N
14155,843,6,14,\N
14159,843,3,0,\N
14167,844,131,10,\N
14176,845,9,37,\N
14177,845,1,33,\N
14178,845,6,10,\N
14184,845,3,0,\N
14196,846,131,0,\N
14200,847,1,25,\N
14201,847,9,33,\N
14214,848,1,20,\N
14220,848,3,0,\N
14224,849,6,35,\N
14226,849,1,12,\N
14241,850,15,2,\N
14248,851,1,37,\N
14249,851,9,28,\N
14250,851,6,23,\N
14253,851,131,2,\N
14274,853,6,23,\N
14275,853,131,10,\N
14284,854,9,40,\N
14290,854,3,0,\N
14299,855,131,9,\N
14300,855,15,4,\N
14303,855,3,0,\N
14308,856,9,40,\N
14323,857,131,18,\N
14338,858,3,0,\N
14344,859,9,43,\N
14346,859,6,22,\N
14349,859,15,2,\N
14356,860,1,40,\N
14358,860,6,10,\N
14359,860,15,12,\N
14372,861,3,8,\N
14375,861,131,1,\N
14380,862,1,33,\N
14381,862,9,22,\N
14397,863,15,0,\N
14402,863,3,0,\N
14403,864,3,25,\N
14409,864,1,6,\N
14418,865,1,10,\N
14421,865,3,1,\N
14427,866,1,25,\N
14439,867,6,25,\N
14445,867,15,2,\N
14451,868,9,40,\N
14452,868,6,30,\N
14465,869,1,18,\N
14468,869,131,7,\N
14471,869,3,0,\N
14479,870,3,6,\N
14487,871,1,25,\N
14492,871,131,6,\N
14495,871,15,0,\N
14499,872,1,25,\N
14501,872,6,27,\N
14518,873,15,1,\N
14524,874,9,27,\N
14526,874,15,15,\N
14541,875,1,1,\N
14543,875,131,0,\N
14544,875,3,0,\N
14548,876,9,40,\N
14550,876,1,22,\N
14565,877,15,8,\N
14574,878,6,27,\N
14580,878,131,0,\N
14585,879,6,33,\N
14588,879,131,6,\N
14597,880,6,30,\N
14608,881,131,27,\N
14609,881,6,10,\N
14612,881,1,2,\N
14614,881,3,0,\N
14621,882,9,12,\N
14633,883,1,9,\N
14640,884,6,40,\N
14645,884,1,6,\N
14655,885,6,6,\N
14658,885,15,0,\N
14664,886,131,25,\N
14668,886,1,0,\N
14669,886,3,0,\N
14673,887,131,37,\N
14689,888,15,1,\N
14692,888,3,0,\N
14709,891,1,8,\N
14713,891,15,0,\N
14714,891,3,0,\N
14719,892,15,10,\N
14731,893,131,22,\N
14735,893,3,0,\N
14742,894,131,16,\N
14743,894,6,10,\N
14758,895,3,0,\N
14764,896,6,12,\N
14768,896,3,0,\N
14769,896,15,0,\N
14772,897,9,43,\N
14785,898,131,14,\N
14789,898,3,4,\N
14794,899,9,43,\N
14795,899,6,21,\N
14798,899,15,4,\N
14815,900,15,0,\N
14823,901,1,10,\N
14830,902,131,43,\N
14833,902,3,10,\N
14843,903,9,22,\N
14845,903,3,6,\N
14855,904,3,10,\N
14861,904,15,0,\N
14866,905,6,12,\N
14868,905,1,9,\N
14886,907,131,43,\N
14887,907,3,27,\N
14891,907,9,4,\N
14893,907,15,0,\N
14897,908,131,25,\N
14911,909,6,10,\N
14919,910,9,31,\N
14920,910,6,26,\N
14937,911,15,0,\N
14941,912,131,43,\N
14945,912,1,5,\N
14946,912,6,2,\N
14952,913,131,25,\N
14953,913,9,33,\N
14969,914,6,0,\N
14974,915,131,43,\N
14976,915,1,22,\N
14977,915,6,10,\N
14991,916,1,4,\N
14994,916,15,0,\N
14996,917,131,43,\N
14999,917,9,10,\N
15821,1007,6,33,\N
15015,926,131,43,\N
15018,926,15,14,\N
15019,926,9,8,\N
15034,928,131,43,\N
15035,928,6,27,\N
15044,929,131,40,\N
15047,929,9,10,\N
15055,930,6,25,\N
15056,930,3,20,\N
15072,931,3,0,\N
15075,932,3,23,\N
15076,932,6,22,\N
15083,932,1,0,\N
15093,933,1,0,\N
15094,934,131,43,\N
15097,934,9,8,\N
15099,934,1,1,\N
15104,936,6,25,\N
15116,937,9,12,\N
15121,937,15,1,\N
15122,937,1,0,\N
15125,938,131,25,\N
15136,939,9,26,\N
15144,939,1,0,\N
15146,940,6,27,\N
15151,940,1,0,\N
15159,941,9,10,\N
15166,942,131,43,\N
15170,942,1,8,\N
15178,943,9,22,\N
15185,943,6,0,\N
15187,944,6,27,\N
15193,944,15,0,\N
15198,945,6,27,\N
15200,945,9,9,\N
15210,948,9,12,\N
15216,948,1,0,\N
15217,948,15,0,\N
15219,949,131,40,\N
15231,950,6,28,\N
15233,950,3,9,\N
15238,950,15,0,\N
15250,951,15,0,\N
15252,952,9,37,\N
15254,952,3,14,\N
15259,952,15,0,\N
15262,952,131,0,\N
15272,953,15,0,\N
15274,954,131,35,\N
15275,954,6,26,\N
15276,954,3,15,\N
15292,955,210,0,\N
15296,956,131,37,\N
15297,956,9,28,\N
15312,957,3,0,\N
15313,957,1,0,\N
15314,957,15,0,\N
15319,958,9,25,\N
15329,959,131,37,\N
15331,959,6,18,\N
15333,959,1,4,\N
15334,959,3,2,\N
15345,960,3,5,\N
15351,961,131,43,\N
15352,961,6,27,\N
15370,962,3,0,\N
15375,963,6,12,\N
15378,963,1,8,\N
15392,964,15,0,\N
15398,965,1,12,\N
15402,965,210,1,\N
15420,967,6,10,\N
15423,967,1,1,\N
15427,967,210,0,\N
15428,968,131,43,\N
15448,969,210,0,\N
15449,970,131,33,\N
15461,971,9,10,\N
15470,972,6,33,\N
15471,972,9,10,\N
15481,973,9,15,\N
15493,974,210,5,\N
15497,974,1,0,\N
15507,975,1,0,\N
15516,976,1,2,\N
15528,977,15,0,\N
15535,978,3,1,\N
15538,978,15,0,\N
15541,979,131,27,\N
15548,979,3,0,\N
15561,981,6,25,\N
15562,981,9,13,\N
15565,981,210,0,\N
15584,983,1,6,\N
15585,983,3,6,\N
15590,984,131,37,\N
15609,985,15,0,\N
15610,986,9,25,\N
15624,987,1,4,\N
15629,987,210,0,\N
15631,988,6,27,\N
15646,989,15,0,\N
15649,989,210,0,\N
15650,990,6,25,\N
15665,991,210,1,\N
15667,991,3,0,\N
15668,991,15,0,\N
15674,992,15,8,\N
15685,993,1,4,\N
15688,993,3,0,\N
15701,995,131,28,\N
15705,995,15,1,\N
15707,995,210,0,\N
15720,997,9,25,\N
15730,998,6,40,\N
15731,998,131,30,\N
15732,998,9,10,\N
15755,1000,1,4,\N
15772,1002,9,10,\N
15773,1002,210,0,\N
15781,1003,9,26,\N
15782,1003,6,25,\N
15783,1003,1,6,\N
15810,1006,6,37,\N
15822,1007,131,22,\N
15825,1007,1,4,\N
15834,1008,210,6,\N
15838,1008,1,0,\N
15850,1010,131,44,\N
15862,1011,9,16,\N
